label,content,synonym_aug,back_translation
8,"Shout out to @1011_News for putting a spotlight on the Nebraska Double up Food Bucks program. Our goal is to reach 1,000 Nebraskans this year, help us out! @UNLExtension, @UNLCEHS, @ChildrensOmaha, @CHIhealth #SNAPEdWorks","Shout knocked out to @ 1011_News for putting a spotlight on the Nebraska Double astir Food Bucks program. Our destination be to hand 1, 000 Nebraskans this year, help u.s. out! @ UNLExtension, @ UNLCEHS, @ ChildrensOmaha, @ CHIhealth # SNAPEdWorks","Shout out to @ 1011 _ News for putting the Nebraska Double Up Food Bucks program in the spotlight. Our goal is to reach 1,000 Nebraskans this year, help us! @ UNLExtension, @ UNLCEHS, @ ChildrensOmaha, @ CHIhealth # SNAPEdWorks"
6,RT @Daily_Express: Massive earthquake DESTROYS whole town leaving at least 63 dead #Italyearthquake,RT @ Daily_Express: Monolithic earthquake DESTROYS unhurt town pass on at least 63 dead # Italyearthquake,RT @ Daily _ Express: Massive earthquake destroys entire city with at least 63 dead # Italyearthquake
2,#ONGCForKerala  deeply distressed and saddened by the tragic loss of lives and large scale damage to properties caused by the incessant rains that have been lashing the southern state for the past few days.,# ONGCForKerala deeply distress and saddened by the tragic deprivation of lives and declamatory scale wrong to properties cause by the incessant rains that have been lashing the southerly state for the past few days.,# ONGCForKerala is deeply saddened and saddened by the tragic loss of life and extensive damage to property caused by the incessant rains that have hit the southern state in recent days.
2,"Airport officials had said the runway, taxi bay, duty free shops and other areas of international and domestic terminals were submerged, causing damage to electrical equipment, including runway lights. #KeralaFloods","Airport functionary had said the runway, cab bay, tariff spare store and other areas of international and domesticated terminal were submerged, make damage to electrical equipment, including runway lights. # KeralaFloods","Airport officials had said the runway, taxi rank, duty-free shops and other areas of international and domestic terminals were under water, causing damage to electrical equipment, including runway lighting. # KeralaFloods"
6,"#UPDATE: Sheriff: 228 people unaccounted for, death toll at 31 in massive Northern California wildfire &gt;","# UPDATE: Sheriff: 228 people unaccounted for, death cost at 31 in monumental Northern Calif. wildfire & gt;","# UPDATE: Sheriff: 228 unexplained deaths, 31 dead in Northern California wildfires & gt;"
8,I need Head Shaker emoticon again as we turn down international aircraft help for fires:  #notpolitics #lotsoffires,I need Read/write head Shaker emoticon over again as we plow cut down international aircraft help for fires: # notpolitics # lotsoffires,I need a head shaker emoticon again if we reject international aid for fires: # notpolitics # lotsoffires
8,"Hyderabad collection centers Send things , Food (not cooked) #DoForKerala  #KeralaFloods  #KeralaFloodRelief  ὄ7ὄ7ὄ7 #TelanganaStandsWithKerala","Hyderabad accumulation centers Send thing, Solid food (not cooked) # DoForKerala # KeralaFloods # KeralaFloodRelief ὄ7ὄ7ὄ7 # TelanganaStandsWithKerala",Collection points in Hyderabad Send things food (not cooked) # DoForKerala # KeralaFloodRelief # KeralaFloodRelief # 77.7 # TelanganaStandsWithKerala
7,RT @EmrgncyNewsWire: About 60 homes evacuated by #Wildfire in northwestern Arizona -,RT @ EmrgncyNewsWire: About 60 household evacuated by # Wildfire in northwest Arizona -,RT @ EmrgncyNewsWire: About 60 homes evacuated by # Wildfire in northwestern Arizona -
3,My thoughts are with all those affected by this fire. Be safe Ὡ2ὉB,My thoughts represent with all those affect by this fire. Be safe Ὡ2ὉB,My thoughts are with all those affected by this fire.
1,RT @JuanCarlosCNN: Rescuers fight to save lives in Mexico City after earthquake – in pictures,RT @ JuanCarlosCNN: Rescuers fight to save living in United mexican states City after earthquake – in pictures,RT @ JuanCarlosCNN: Rescuers fight for life after Mexico City earthquake - in pictures
2,"Until Mon eve, flooding around Fremont, NE, was so severe that traffic was largely cut off from the city as most highway lanes were underwater. Private pilots offered free flights to shuttle stranded residents in and out of the city before roads reopened","Until Mon eve, flooding approximately Fremont, NE, be hence severe that traffic was largely cut off from the city as most highway lane were underwater. Private pilot offered free flights to shuttle isolated residents in and out of the metropolis before roads reopen","By the previous evening, flooding around Fremont in the Northeast was so severe that traffic was largely cut off from the city as most highway lanes were under water. Private pilots offered free flights to get stranded residents in and out of the city before roads reopened."
2,"Rs. 20,000 still VERY at low side. Once all affected GO BACK to Home see the damage, Many things not able to Repair, Many have NO HOME, NO ClothesList endless.. Business also got HUGE Loss of stored items lost.. Machinery.. Vehicle INFRA UNPRECEDENTED..","Rs. xx, 000 still VERY at low side. Once all affected GO BACK to Home see the harm, Many things not able bodied to Repair, Many have NO HOME, atomic number 102 ClothesList endless. . Business also gravel HUGE Loss of stored items lose. . Machinery. . Vehicle INFRA UNPRECEDENTED..","Rs. 20,000 still VERY low. Once all those affected go back home to see the damage, many things not able to repair, many have NO home, NO clothes list endless.. Business also got a huge loss of stored items lost.. machinery.. vehicle unintentionally.."
3,#Yaa ALLAH reham. Scary news coming from Azad Kashmir. May ALLAH keep everyone safe from #earthquake YEAH ALLAH PLEASE SAFE PAKISTAN FROM EVIL EYES.AMEEN.,# Yaa ALLAH reham. Scary newsworthiness coming from Azad Kashmir. May ALLAH continue everyone secure from # earthquake YEAH ALLAH PLEASE prophylactic PAKISTAN FROM EVIL middle. AMEEN.,# Yaa ALLAH reham. Scary news from Azad Kashmir. May ALLAH protect everyone from the # earthquake YEAH ALLAH PLEASE SAFE PAKISTAN FROM EYES.AMEEN.
6,"Wildfires are tearing through both ends of California, killing at least 25 people and all but consuming entire towns.","Wildfires are tearing through both ends of California, obliterate at least 25 multitude and all simply consume full ithiel town.","Wildfires are raging at both ends of California, killing at least 25 people and consuming nearly entire cities."
2,100 photos of the school i studied in an taught in.. severely damage by the earthquake in Mexico City a week a ago..,100 photos of the school ace consider in an taught in. . seriously wrong by the earthquake in Mexico Metropolis a week a ago..,100 photos of the school I studied in a school in.. that was severely damaged by the earthquake in Mexico City a week ago.
2,"Wow, what a fucking moronthese fires are destroying ACRES of land, homes, history, and its not like it can just be pieced back together by construction crewsit will take DECADES for nature to heal","Thigh slapper, what a fucking moronthese fires are destroy ACRES of land, homes, chronicle, and its not like it can just now be pick back unitedly by twist crewsit volition take DECADES for nature to heal","Wow, what a damn madness these fires are destroying ACRES of land, houses, history, and it's not like it can just be put together by construction workers who need DECADES for nature to heal"
3,Unconfirmed reports coming in #India may soon offer Help/ Assistance #Pakistan #Mirpur #Earthquake #POK Natural Calamity confirmed . Prayers ὤF POj&amp;k ha to Hamara hee,Unconfirmed reports coming in # India may presently offer Help / Assistance # West pakistan # Mirpur # Earthquake # POK Cancel Catastrophe confirm. Prayers ὤF POj & amp; k ha to Hamara hee,Unconfirmed reports arriving in # India may soon confirm aid / assistance # Pakistan # Mirpur # earthquake # POK natural disasters. Prayers F POj & amp; k ha to Hamara hee
1,Mexico earthquake: Animals rescued from collapsed medical lab via FOX NEWS,United mexican states earthquake: Animals rescued from collapsed aesculapian lab via FOX NEWS,Mexico Earthquake: Animals Rescued From Collapsed Medical Laboratory via FOX NEWS
1,PM @narendramodi announces immediate relief of ₹ 500 crore to #KeralaFloods,PM @ narendramodi announces immediate sculptural relief of ₹ 500 crore to # KeralaFloods,Prime Minister @ narendramodi announces immediate aid of 500 crore for # KeralaFloods
2,@TwitterSupport this account is helping people to check structural damages after the earthquake in Mexico. People need his help.,@ TwitterSupport this account is helping multitude to check structural damage after the quake in Mexico. People need his assistance.,@ TwitterSupport This account helps people repair the structural damage after the earthquake in Mexico. People need his help.
8,Please bring awareness and help @LOHANTHONY,Delight convey awareness and help @ LOHANTHONY,Please bring awareness and help @ LOHANTHONY
1,Somebody help @TheRestlessQuil please?! This is good work and so many crucial supplies just sitting fruitlessly. RT until someone can get her a truck please? DM her if you know of any leads? #KeralaFloodRelief Help help! @sidin @mahabelly @PedestrianPoet @dhanyarajendran,Somebody assistance @ TheRestlessQuil please? ! This is good work and thus many crucial supplies just sitting unproductively. RT until somebody can get her a truck please? DM her if you make out of any leads? # KeralaFloodRelief Help help! @ sidin @ mahabelly @ PedestrianPoet @ dhanyarajendran,Somebody help @ TheRestlessQuil please?! This is good work and so many vital supplies lying around in vain. RT until someone can get her a truck please? DM you if you know any clues? # KeralaFloodRelief Help! @ sidin @ mahabelly @ PedestrianPoet @ dhanyarajendran
7,Expert agree : It is increasingly becoming clear that the massive causalities during flood disaster in #Kerala was not due to rains but due to the opening of the dams without adequate warning followed by evacuation. #KeralaFloods2018 #KeralaFloods #KeralaReliefRowTwist,Expert agree: It is increasingly becoming clear that the massive causality during flood tragedy in # Kerala was not due to pelting but due to the opening of the dyke without enough monition followed by excretion. # KeralaFloods2018 # KeralaFloods # KeralaReliefRowTwist,"Experts agree: It is becoming increasingly clear that the massive deaths during the floods in # Kerala were not due to rainfall, but to the opening of the dams without adequate warning and subsequent evacuation. # KeralaFloods2018 # KeralaFloods # KeralaReliefRowTwist"
7,One week since wildfire forced the evacuation of Fort McMurray  #ymmfire #gpab,One workweek since wildfire force the emptying of Garrison McMurray # ymmfire # gpab,A week after a wildfire forced the evacuation of Fort McMurray # ymmfire # gpab
6,Just gets worse and worse. Our WalMart parking lot has a tent city of refugees-just heartbreaking. No places to rent-all full. And its Cold. Northern California Fire Death Toll Rises to 63; Number of Missing Jumps to 600  via @thedailybeast,Simply set about worsened and worse. Our WalMart parking lot has a tent metropolis of refugees - just heartbreaking. No places to rent - all full. And its Frigidity. Northern California Fire Decease Toll Rises to 63; Turn of Missing Jumps to 600 via @ thedailybeast,Our WalMart parking lot has a tent city of refugees - just heartbreaking. There are no rentals - everything is full and it's cold. The death toll from the Northern California fire rises to 63; the number of missing jumps to 600 via @ thedailybeast
